,Timestep,Date,Activity
5169,481847,2023-12-01 14:47:00,watch a movie for 1 h 30 min
5170,481951,2023-12-01 16:31:00,go to the toilet
5171,481957,2023-12-01 16:37:00,watch sports on TV with SAT Reciever (2 h)
5172,482085,2023-12-01 18:45:00,visit an opera
5173,482289,2023-12-01 22:09:00,sleep bed 02 (06 h)
5174,482628,2023-12-02 03:48:00,make smoothie
5175,482634,2023-12-02 03:54:00,do laundry 30°C with mini washing machine
5176,482651,2023-12-02 04:11:00,talk with friends on the phone
5177,482677,2023-12-02 04:37:00,go to the toilet
5178,482683,2023-12-02 04:43:00,practice generic music instrument (1 h)
5179,482734,2023-12-02 05:34:00,hang up laundry outside
5180,482765,2023-12-02 06:05:00,get ready in the morning (men)
5181,482775,2023-12-02 06:15:00,take a shower (men)
5182,482795,2023-12-02 06:35:00,watch the news
5183,482810,2023-12-02 06:50:00,watch sports on TV with SAT Reciever (2 h)
5184,482941,2023-12-02 09:01:00,do laundry 60°C with mini washing machine
5185,482959,2023-12-02 09:19:00,eat very small breakfast (5 min)
5186,482964,2023-12-02 09:24:00,take a hike (4 h)
5187,483233,2023-12-02 13:53:00,go to the toilet
5188,483239,2023-12-02 13:59:00,hang up laundry outside
5189,483270,2023-12-02 14:30:00,cook weekend lunch for the family
5190,483408,2023-12-02 16:48:00,iron and watch TV with Sat Reciever (1 h)
5191,483461,2023-12-02 17:41:00,talk with friends on the phone
5192,483489,2023-12-02 18:09:00,go shopping for food in the supermarket (1_5 h)
5193,483577,2023-12-02 19:37:00,watch a movie for 1 h 30 min
5194,483667,2023-12-02 21:07:00,sleep bed 02 (06 h)
5195,484027,2023-12-03 03:07:00,go to the toilet
5196,484032,2023-12-03 03:12:00,watch sports on TV with DVB-T (2 h)
5197,484136,2023-12-03 04:56:00,make smoothie
5198,484141,2023-12-03 05:01:00,cook coffee
5199,484151,2023-12-03 05:11:00,practice generic music instrument (1 h)
5200,484214,2023-12-03 06:14:00,get ready in the morning (men)
5201,484223,2023-12-03 06:23:00,do laundry 30°C with mini washing machine
5202,484238,2023-12-03 06:38:00,talk with friends on the phone
5203,484274,2023-12-03 07:14:00,listen to music on hifi (2 h)
5204,484384,2023-12-03 09:04:00,hang up laundry outside
5205,484414,2023-12-03 09:34:00,go to the toilet
5206,484419,2023-12-03 09:39:00,eat very small breakfast (5 min)
5207,484425,2023-12-03 09:45:00,bake a cake
5208,484461,2023-12-03 10:21:00,clean the windows
5209,484514,2023-12-03 11:14:00,cook weekend lunch for the family
5210,484688,2023-12-03 14:08:00,run the dishwasher (triggered)
5211,484702,2023-12-03 14:22:00,go to horse riding lessons
5212,484855,2023-12-03 16:55:00,talk with friends on the phone
5213,484884,2023-12-03 17:24:00,go to the toilet
5214,484890,2023-12-03 17:30:00,take singing lessons
5215,485036,2023-12-03 19:56:00,watch sports on TV with SAT Reciever (2 h)
5216,485146,2023-12-03 21:46:00,sleep bed 02 (06 h)
5217,485514,2023-12-04 03:54:00,make smoothie
5218,485520,2023-12-04 04:00:00,watch the news
5219,485537,2023-12-04 04:17:00,watch sports on TV with DVB-T (2 h)
5220,485675,2023-12-04 06:35:00,work at the office (09 h)
5221,486215,2023-12-04 15:35:00,go to the toilet
5222,486221,2023-12-04 15:41:00,take a shower (men)
5223,486243,2023-12-04 16:03:00,make smoothie
5224,486249,2023-12-04 16:09:00,practice generic music instrument (1 h)
5225,486303,2023-12-04 17:03:00,talk with friends on the phone
5226,486337,2023-12-04 17:37:00,run vacuum cleaner robot
5227,486347,2023-12-04 17:47:00,watch sports on TV with SAT Reciever (2 h)
5228,486472,2023-12-04 19:52:00,watch a movie for 1 h 30 min
5229,486556,2023-12-04 21:16:00,sleep bed 02 (06 h)
5230,486924,2023-12-05 03:24:00,go to the toilet
5231,486930,2023-12-05 03:30:00,do laundry 30°C with mini washing machine
5232,486944,2023-12-05 03:44:00,make smoothie
5233,486950,2023-12-05 03:50:00,talk with friends on the phone
5234,486980,2023-12-05 04:20:00,watch a movie for 2 h
5235,487104,2023-12-05 06:24:00,work at the office (09 h)
5236,487671,2023-12-05 15:51:00,hang up laundry outside
5237,487705,2023-12-05 16:25:00,go to the toilet
5238,487710,2023-12-05 16:30:00,iron and watch TV with Sat Reciever (1 h)
5239,487770,2023-12-05 17:30:00,go shopping for food in the supermarket (1_5 h)
5240,487858,2023-12-05 18:58:00,make smoothie
5241,487863,2023-12-05 19:03:00,practice generic music instrument (1 h)
5242,487922,2023-12-05 20:02:00,talk with friends on the phone
5243,487955,2023-12-05 20:35:00,listen to music on hifi (2 h)
5244,488089,2023-12-05 22:49:00,sleep bed 02 (06 h)
5245,488460,2023-12-06 05:00:00,go to the toilet
5246,488466,2023-12-06 05:06:00,work at the office (09 h)
5247,488996,2023-12-06 13:56:00,go to the toilet
5248,489002,2023-12-06 14:02:00,do laundry 30°C with mini washing machine
5249,489018,2023-12-06 14:18:00,make smoothie
5250,489023,2023-12-06 14:23:00,cook coffee
5251,489033,2023-12-06 14:33:00,go to horse riding lessons
5252,489208,2023-12-06 17:28:00,run the dishwasher (triggered)
5253,489224,2023-12-06 17:44:00,hang up laundry outside
5254,489258,2023-12-06 18:18:00,talk with friends on the phone
5255,489290,2023-12-06 18:50:00,go to the toilet
5256,489296,2023-12-06 18:56:00,take a shower (men)
5257,489317,2023-12-06 19:17:00,visit the cinema
5258,489530,2023-12-06 22:50:00,sleep bed 02 (06 h)
5259,489901,2023-12-07 05:01:00,do laundry 60°C with mini washing machine
5260,489914,2023-12-07 05:14:00,work at the office (09 h)
5261,490519,2023-12-07 15:19:00,hang up laundry outside
5262,490548,2023-12-07 15:48:00,go to the toilet
5263,490554,2023-12-07 15:54:00,iron Clothes
5264,490614,2023-12-07 16:54:00,do laundry 30°C with mini washing machine
5265,490630,2023-12-07 17:10:00,make smoothie
5266,490635,2023-12-07 17:15:00,practice generic music instrument (1 h)
5267,490690,2023-12-07 18:10:00,talk with friends on the phone
5268,490721,2023-12-07 18:41:00,bake bread
5269,490793,2023-12-07 19:53:00,watch TV (1 h)
5270,490852,2023-12-07 20:52:00,hang up laundry outside
5271,490886,2023-12-07 21:26:00,sleep bed 02 (06 h)
5272,491264,2023-12-08 03:44:00,go to the toilet
5273,491270,2023-12-08 03:50:00,make smoothie
5274,491275,2023-12-08 03:55:00,listen to music on hifi (2 h)
5275,491388,2023-12-08 05:48:00,work at the office (09 h)
5276,491874,2023-12-08 13:54:00,go shopping for food in the supermarket (1_5 h)
5277,491959,2023-12-08 15:19:00,cook coffee
5278,491970,2023-12-08 15:30:00,talk with friends on the phone
5279,491997,2023-12-08 15:57:00,go to the toilet
5280,492003,2023-12-08 16:03:00,make smoothie
5281,492009,2023-12-08 16:09:00,run vacuum cleaner robot
5282,492017,2023-12-08 16:17:00,run the dishwasher (triggered)
5283,492032,2023-12-08 16:32:00,take singing lessons
5284,492150,2023-12-08 18:30:00,practice generic music instrument (1 h)
5285,492203,2023-12-08 19:23:00,take a shower (men)
5286,492226,2023-12-08 19:46:00,bake a cake
5287,492258,2023-12-08 20:18:00,watch sports on TV with SAT Reciever (2 h)
5288,492386,2023-12-08 22:26:00,sleep bed 02 (06 h)
5289,492750,2023-12-09 04:30:00,go to the toilet
5290,492755,2023-12-09 04:35:00,do laundry 30°C with mini washing machine
5291,492771,2023-12-09 04:51:00,make smoothie
5292,492776,2023-12-09 04:56:00,talk with friends on the phone
5293,492805,2023-12-09 05:25:00,watch the news
5294,492819,2023-12-09 05:39:00,watch sports on TV with DVB-T (2 h)
5295,492949,2023-12-09 07:49:00,get ready in the morning (men)
5296,492958,2023-12-09 07:58:00,hang up laundry outside
5297,492992,2023-12-09 08:32:00,eat very small breakfast (5 min)
5298,492998,2023-12-09 08:38:00,iron and watch TV with Sat Reciever (1 h)
5299,493069,2023-12-09 09:49:00,go to the toilet
5300,493074,2023-12-09 09:54:00,go to horse riding lessons
5301,493235,2023-12-09 12:35:00,watch TV (1 h)
5302,493236,2023-12-09 12:36:00,cook weekend lunch for the family
5303,493400,2023-12-09 15:20:00,talk with friends on the phone
5304,493430,2023-12-09 15:50:00,cook coffee
5305,493440,2023-12-09 16:00:00,watch the news
5306,493456,2023-12-09 16:16:00,watch sports on TV with SAT Reciever (2 h)
5307,493569,2023-12-09 18:09:00,go to the toilet
5308,493575,2023-12-09 18:15:00,watch a movie for 2 h
5309,493688,2023-12-09 20:08:00,practice generic music instrument (1 h)
5310,493730,2023-12-09 20:50:00,watch a movie for 1 h 30 min
5311,493817,2023-12-09 22:17:00,sleep bed 02 (06 h)
5312,494174,2023-12-10 04:14:00,make smoothie
5313,494180,2023-12-10 04:20:00,do laundry 30°C with mini washing machine
5314,494192,2023-12-10 04:32:00,go to the toilet
5315,494198,2023-12-10 04:38:00,talk with friends on the phone
5316,494229,2023-12-10 05:09:00,listen to music on hifi (2 h)
5317,494346,2023-12-10 07:06:00,hang up laundry outside
5318,494376,2023-12-10 07:36:00,get ready in the morning (men)
5319,494387,2023-12-10 07:47:00,watch the news
5320,494401,2023-12-10 08:01:00,watch sports on TV with SAT Reciever (2 h)
5321,494519,2023-12-10 09:59:00,run the dishwasher (triggered)
5322,494536,2023-12-10 10:16:00,eat very small breakfast (5 min)
5323,494542,2023-12-10 10:22:00,go to the toilet
5324,494547,2023-12-10 10:27:00,watch a movie for 1 h 30 min
5325,494585,2023-12-10 11:05:00,cook weekend lunch for the family
5326,494756,2023-12-10 13:56:00,talk with friends on the phone
5327,494786,2023-12-10 14:26:00,watch a movie for 2 h
5328,494899,2023-12-10 16:19:00,watch TV (1 h)
5329,494961,2023-12-10 17:21:00,watch sports on TV with DVB-T (2 h)
5330,495090,2023-12-10 19:30:00,go to the toilet
5331,495095,2023-12-10 19:35:00,take a shower (men)
5332,495113,2023-12-10 19:53:00,watch the news
5333,495126,2023-12-10 20:06:00,watch sports on TV with SAT Reciever (2 h)
5334,495240,2023-12-10 22:00:00,sleep bed 02 (06 h)
5335,495597,2023-12-11 03:57:00,make smoothie
5336,495603,2023-12-11 04:03:00,do laundry 60°C with mini washing machine
5337,495619,2023-12-11 04:19:00,go to the toilet
5338,495625,2023-12-11 04:25:00,practice generic music instrument (1 h)
5339,495691,2023-12-11 05:31:00,work at the office (09 h)
5340,496210,2023-12-11 14:10:00,go to the toilet
5341,496215,2023-12-11 14:15:00,hang up laundry outside
5342,496247,2023-12-11 14:47:00,do laundry 30°C with mini washing machine
5343,496262,2023-12-11 15:02:00,iron Clothes
5344,496333,2023-12-11 16:13:00,go shopping for food in the supermarket (1_5 h)
5345,496418,2023-12-11 17:38:00,make smoothie
5346,496423,2023-12-11 17:43:00,talk with friends on the phone
5347,496453,2023-12-11 18:13:00,go to horse riding lessons
5348,496642,2023-12-11 21:22:00,sleep bed 02 (06 h)
5349,497006,2023-12-12 03:26:00,go to the toilet
5350,497012,2023-12-12 03:32:00,hang up laundry outside
5351,497040,2023-12-12 04:00:00,make smoothie
5352,497045,2023-12-12 04:05:00,watch sports on TV with SAT Reciever (2 h)
5353,497153,2023-12-12 05:53:00,work at the office (09 h)
5354,497758,2023-12-12 15:58:00,do laundry 30°C with mini washing machine
5355,497772,2023-12-12 16:12:00,make smoothie
5356,497778,2023-12-12 16:18:00,go to the toilet
5357,497782,2023-12-12 16:22:00,practice generic music instrument (1 h)
5358,497847,2023-12-12 17:27:00,hang up laundry outside
5359,497879,2023-12-12 17:59:00,talk with friends on the phone
5360,497903,2023-12-12 18:23:00,iron and watch TV with Sat Reciever (1 h)
5361,497965,2023-12-12 19:25:00,run the dishwasher (triggered)
5362,497979,2023-12-12 19:39:00,take singing lessons
5363,498080,2023-12-12 21:20:00,sleep bed 02 (06 h)
5364,498448,2023-12-13 03:28:00,go to the toilet
5365,498454,2023-12-13 03:34:00,make smoothie
5366,498459,2023-12-13 03:39:00,listen to music on hifi (2 h)
5367,498594,2023-12-13 05:54:00,work at the office (09 h)
5368,499161,2023-12-13 15:21:00,take a shower (men)
5369,499178,2023-12-13 15:38:00,cook coffee
5370,499187,2023-12-13 15:47:00,talk with friends on the phone
5371,499216,2023-12-13 16:16:00,go to the toilet
5372,499221,2023-12-13 16:21:00,make smoothie
5373,499226,2023-12-13 16:26:00,run vacuum cleaner robot
5374,499236,2023-12-13 16:36:00,go shopping for food in the supermarket (1_5 h)
5375,499316,2023-12-13 17:56:00,practice generic music instrument (1 h)
5376,499375,2023-12-13 18:55:00,go to horse riding lessons
5377,499548,2023-12-13 21:48:00,sleep bed 02 (06 h)
5378,499905,2023-12-14 03:45:00,go to the toilet
5379,499910,2023-12-14 03:50:00,do laundry 30°C with mini washing machine
5380,499928,2023-12-14 04:08:00,make smoothie
5381,499933,2023-12-14 04:13:00,talk with friends on the phone
5382,499964,2023-12-14 04:44:00,watch a movie for 2 h
5383,500078,2023-12-14 06:38:00,work at the office (09 h)
5384,500581,2023-12-14 15:01:00,hang up laundry outside
5385,500607,2023-12-14 15:27:00,go to the toilet
5386,500613,2023-12-14 15:33:00,do laundry 60°C with mini washing machine
5387,500628,2023-12-14 15:48:00,make smoothie
5388,500633,2023-12-14 15:53:00,bake bread
5389,500701,2023-12-14 17:01:00,visit the cinema
5390,500894,2023-12-14 20:14:00,talk with friends on the phone
5391,500924,2023-12-14 20:44:00,practice generic music instrument (1 h)
5392,500986,2023-12-14 21:46:00,sleep bed 02 (06 h)
5393,501328,2023-12-15 03:28:00,go to the toilet
5394,501333,2023-12-15 03:33:00,hang up laundry outside
5395,501360,2023-12-15 04:00:00,do laundry 30°C with mini washing machine
5396,501376,2023-12-15 04:16:00,iron and watch TV with Sat Reciever (1 h)
5397,501441,2023-12-15 05:21:00,work at the office (09 h)
5398,502035,2023-12-15 15:15:00,run the dishwasher (triggered)
5399,502050,2023-12-15 15:30:00,make smoothie
5400,502056,2023-12-15 15:36:00,go to the toilet
5401,502062,2023-12-15 15:42:00,hang up laundry outside
5402,502091,2023-12-15 16:11:00,talk with friends on the phone
5403,502124,2023-12-15 16:44:00,bake a cake
5404,502160,2023-12-15 17:20:00,take a shower (men)
5405,502176,2023-12-15 17:36:00,listen to music on hifi (2 h)
5406,502301,2023-12-15 19:41:00,visit a festival (2d)
5407,505441,2023-12-18 00:01:00,sleep bed 02 (06 h)
5408,505812,2023-12-18 06:12:00,work at the office (09 h)
5409,506261,2023-12-18 13:41:00,go to the toilet
5410,506268,2023-12-18 13:48:00,run the dishwasher (triggered)
5411,506284,2023-12-18 14:04:00,go shopping for food in the supermarket (1_5 h)
5412,506385,2023-12-18 15:45:00,make smoothie
5413,506390,2023-12-18 15:50:00,do laundry 30°C with mini washing machine
5414,506407,2023-12-18 16:07:00,practice generic music instrument (1 h)
5415,506461,2023-12-18 17:01:00,take a shower (men)
5416,506483,2023-12-18 17:23:00,go to horse riding lessons
5417,506656,2023-12-18 20:16:00,hang up laundry outside
5418,506685,2023-12-18 20:45:00,go to the toilet
5419,506690,2023-12-18 20:50:00,iron and watch TV with Sat Reciever (1 h)
5420,506747,2023-12-18 21:47:00,sleep bed 02 (06 h)
5421,507136,2023-12-19 04:16:00,do laundry 60°C with mini washing machine
5422,507150,2023-12-19 04:30:00,make smoothie
5423,507155,2023-12-19 04:35:00,talk with friends on the phone
5424,507180,2023-12-19 05:00:00,cook coffee
5425,507190,2023-12-19 05:10:00,work at the office (09 h)
5426,507671,2023-12-19 13:11:00,go to the toilet
5427,507677,2023-12-19 13:17:00,hang up laundry outside
5428,507707,2023-12-19 13:47:00,do laundry 30°C with mini washing machine
5429,507721,2023-12-19 14:01:00,watch a movie for 2 h
5430,507840,2023-12-19 16:00:00,make smoothie
5431,507845,2023-12-19 16:05:00,run vacuum cleaner robot
5432,507857,2023-12-19 16:17:00,listen to music on hifi (2 h)
5433,507971,2023-12-19 18:11:00,take singing lessons
5434,508089,2023-12-19 20:09:00,go to the toilet
5435,508094,2023-12-19 20:14:00,hang up laundry outside
5436,508126,2023-12-19 20:46:00,talk with friends on the phone
5437,508153,2023-12-19 21:13:00,sleep bed 02 (06 h)
5438,508535,2023-12-20 03:35:00,iron and watch TV with Sat Reciever (1 h)
5439,508594,2023-12-20 04:34:00,do laundry 30°C with mini washing machine
5440,508610,2023-12-20 04:50:00,make smoothie
5441,508616,2023-12-20 04:56:00,practice generic music instrument (1 h)
5442,508676,2023-12-20 05:56:00,work at the office (09 h)
5443,509146,2023-12-20 13:46:00,go to the toilet
5444,509152,2023-12-20 13:52:00,hang up laundry outside
5445,509180,2023-12-20 14:20:00,cook coffee
5446,509190,2023-12-20 14:30:00,talk with friends on the phone
5447,509217,2023-12-20 14:57:00,watch the news
5448,509234,2023-12-20 15:14:00,make smoothie
5449,509240,2023-12-20 15:20:00,go shopping for food in the supermarket (1_5 h)
5450,509334,2023-12-20 16:54:00,watch a movie for 1 h 30 min
5451,509432,2023-12-20 18:32:00,take a shower (men)
5452,509451,2023-12-20 18:51:00,go to the toilet
5453,509457,2023-12-20 18:57:00,go to horse riding lessons
5454,509639,2023-12-20 21:59:00,sleep bed 02 (06 h)
5455,509960,2023-12-21 03:20:00,do laundry 30°C with mini washing machine
5456,509975,2023-12-21 03:35:00,make smoothie
5457,509980,2023-12-21 03:40:00,talk with friends on the phone
5458,510010,2023-12-21 04:10:00,watch TV (1 h)
5459,510073,2023-12-21 05:13:00,work at the office (09 h)
5460,510667,2023-12-21 15:07:00,go to the toilet
5461,510671,2023-12-21 15:11:00,run the dishwasher (triggered)
5462,510685,2023-12-21 15:25:00,hang up laundry outside
5463,510721,2023-12-21 16:01:00,make smoothie
5464,510727,2023-12-21 16:07:00,iron and watch TV with Sat Reciever (1 h)
5465,510795,2023-12-21 17:15:00,practice generic music instrument (1 h)
5466,510861,2023-12-21 18:21:00,bake bread
5467,510937,2023-12-21 19:37:00,talk with friends on the phone
5468,510969,2023-12-21 20:09:00,listen to music on hifi (2 h)
5469,511080,2023-12-21 22:00:00,sleep bed 02 (06 h)
5470,511444,2023-12-22 04:04:00,go to the toilet
5471,511450,2023-12-22 04:10:00,make smoothie
5472,511455,2023-12-22 04:15:00,watch sports on TV with SAT Reciever (2 h)
5473,511580,2023-12-22 06:20:00,work at the office (09 h)
5474,512099,2023-12-22 14:59:00,do laundry 30°C with mini washing machine
5475,512115,2023-12-22 15:15:00,cook coffee
5476,512124,2023-12-22 15:24:00,make smoothie
5477,512129,2023-12-22 15:29:00,go to the toilet
